,Player_ID,Players,Season,5v5 TOI,Shots/60,A1/60,Shot Contributions/60,Entries/60,Carries/60,Exits/60,Exits w/Possession/60,Failed Exit/60,Targets/60,Carry Against/60,Denial/60,Passes Allowed/60,Team,Pos.
666,MICHAEL.BUNTING,Michael Bunting,21,502,13.26693227,8.12749004,27.1314741,14.104,7.052,5.259,4.064,1.43,0.956175299,0.239043825,0.717131474,0.239043825,,
667,MICHAEL.CARCONE,Michael Carcone,21,12.58,9.536423841,4.768211921,14.30463576,14.305,14.305,4.768,0,0,4.768211921,4.768211921,0,0,,
545,MICHAEL.DAL COLLE,Michael Dal Colle,19,249.9,5.52,5.04,10.56,13.45,3.84,11.76,6.96,2.4,1.68,0.480192077,0.480192077,0,NYI,F
587,MICHAEL.DEL ZOTTO,Michael Del Zotto,18,55.4,8.66,5.42,18.41,10.83,6.5,20.58,8.66,6.5,,,,,VAN,D
23,MICHAEL.DEL ZOTTO,Michael Del Zotto,19,221.55,8.67,5.69,14.35,5.96,2.44,20.85,11.37,6.77,17.6,12.18686527,1.354096141,3.249830738,ANA,D
45,MICHAEL.DEL ZOTTO,Michael Del Zotto,20,12.85,46.692607,9.338521401,79.37743191,28.0155642,0,37.3540856,32.6848249,9.338521401,37.3540856,23.3463035,4.6692607,0,CBJ,D
668,MICHAEL.DEL ZOTTO,Michael Del Zotto,21,61.73,7.77537797,2.915766739,12.6349892,5.832,0.972,5.832,3.888,2.92,22.35421166,11.66306696,1.943844493,2.915766739,,
715,MICHAEL.FROLIK,Michael Frolik,18,107.95,8.89,5.56,20.01,25.57,9.45,16.67,8.34,0.56,,,,,CGY,RW
108,MICHAEL.FROLIK,Michael Frolik,19,35.27,3.4,5.1,8.51,15.31,6.81,15.31,6.81,1.7,1.7,1.701162461,0,1.701162461,BUF,F
190,MICHAEL.FROLIK,Michael Frolik,19,129.4,7.88,9.27,17.16,15.76,5.1,12.98,8.81,2.32,3.25,0.463678516,1.854714065,0,CGY,F
46,MICHAEL.GRABNER,Michael Grabner,18,110.27,9.25,6.53,17.96,15.235,7.618,11.97,3.26,1.09,,,,,ARI,LW
49,MICHAEL.GRABNER,Michael Grabner,19,136.94,7.89,7.45,15.33,13.14,7.45,14.46,6.13,3.51,1.31,0.876296188,0.438148094,0,ARI,F
669,MICHAEL.MCCARRON,Michael McCarron,21,179.07,6.701414743,7.371556217,15.07818317,10.387,2.01,6.366,4.691,1.01,2.680565897,0.335070737,1.675353686,0,,
486,MICHAEL.MCLEOD,Michael Mcleod,19,31.25,1.92,7.68,9.6,21.12,9.6,17.28,11.52,0,5.76,3.84,0,0,N.J,F
670,MICHAEL.MCLEOD,Michael McLeod,21,295.65,6.291222729,7.305936073,16.43835616,19.685,10.553,7.712,6.494,1.62,1.014713343,0.405885337,0.608828006,0.202942669,,
671,MICHAEL.PEZZETTA,Michael Pezzetta,21,116.05,8.272296424,7.755277897,18.61266695,13.442,5.687,4.136,2.585,1.55,2.585092632,1.034037053,1.034037053,0.517018526,,
467,MICHAEL.RAFFL,Michael Raffl,18,188.33,10.51,8.6,28.04,31.22,15.93,20.1,12.4,2.2,,,,,Phi,RW
630,MICHAEL.RAFFL,Michael Raffl,19,353.44,6.62,7.47,14.09,25.12,10.19,16.81,9,2.55,2.89,0.848800362,1.358080579,0.67904029,PHI,F
171,MICHAEL.RAFFL,Michael Raffl,20,11.73333333,20.45454546,20.45454546,46.02272729,66.47727275,35.79545456,20.45454546,10.22727273,5.113636365,0,0,0,0,PHI,L
672,MICHAEL.RAFFL,Michael Raffl,21,362.4,5.960264901,6.953642384,16.39072848,19.536,10.762,7.616,4.967,1.66,2.483443709,0.662251656,1.158940397,0.165562914,,
235,MICHAEL.RASMUSSEN,Michael Rasmussen,18,86.97,8.97,4.14,15.87,14.488,5.519,11.04,6.9,2.76,,,,,DET,RW
673,MICHAEL.RASMUSSEN,Michael Rasmussen,21,311.55,7.318247472,5.584978334,15.98459316,15.214,6.933,7.126,5.392,2.12,2.888781897,1.348098219,0.577756379,0.19258546,,
674,MICHAEL.SGARBOSSA,Michael Sgarbossa,21,48.58,8.644939966,8.644939966,23.46483705,11.115,3.705,8.645,6.175,2.47,0,0,0,0,,
