,Player_ID,Players,Season,5v5 TOI,Shots/60,A1/60,Shot Contributions/60,Entries/60,Carries/60,Exits/60,Exits w/Possession/60,Failed Exit/60,Targets/60,Carry Against/60,Denial/60,Passes Allowed/60,Team,Pos.
271,DEREK.MACKENZIE,Derek Mackenzie,18,2.72,22.06,22.06,44.12,0,0,0,0,0,,,,,FLA,C
695,DEREK.RYAN,Derek Ryan,18,101.05,6.53,12.47,24.94,15.44,8.91,10.09,4.75,1.19,,,,,CGY,C
182,DEREK.RYAN,Derek Ryan,19,234.73,9.2,9.71,18.92,21.47,9.97,16.36,9.2,4.6,3.32,1.278064159,0.766838495,0.511225664,CGY,F
258,DEREK.RYAN,Derek Ryan,21,359.47,7.177299703,8.679525222,20.36350148,17.025,7.344,7.511,4.507,0.33,2.169881306,0.333827893,0.50074184,0.166913947,,
35,DEREK.STEPAN,Derek Stepan,18,125.85,12.4,10.49,30.99,16.21,8.105,18.59,8.1,3.81,,,,,ARI,C
42,DEREK.STEPAN,Derek Stepan,19,284.74,8.43,9.06,17.49,13.91,6.11,17.7,10.54,2.74,4.43,1.475029852,1.475029852,1.053592751,ARI,F
298,DEREK.STEPAN,Derek Stepan,20,12.11666667,19.80742778,4.951856945,34.66299861,9.90371389,4.951856945,24.75928472,0,0,0,0,0,0,OTT,C
259,DEREK.STEPAN,Derek Stepan,21,226.03,9.025217519,7.963427223,21.23580593,15.131,6.105,6.636,3.982,1.59,3.981713612,0.796342722,2.389028167,0.265447574,,
473,DERICK.BRASSARD,Derick Brassard,18,106.12,8.48,10.74,27.14,15.83,9.05,15.83,11.31,3.96,,,,,PIT,C
535,DERICK.BRASSARD,Derick Brassard,19,290.55,7.23,9.91,17.14,14.46,5.58,17.55,9.29,1.45,1.86,0.619514713,0.619514713,0,NYI,F
260,DERICK.BRASSARD,Derick Brassard,21,188.52,4.774113694,8.911678896,18.45990628,14.959,6.365,9.23,5.411,0.64,2.54619397,0.318274246,1.273096985,0,,
588,DERRICK.POULIOT,Derrick Pouliot,18,185.83,6.78,5.49,16.47,7.75,1.94,18.08,6.13,10.98,59.40913738,36.80783512,7.426142173,14.20653285,VAN,D
715,DERRICK.POULIOT,Derrick Pouliot,19,10.6,11.32,0,11.32,5.66,5.66,28.3,5.66,0,22.64,16.98113208,0,5.660377358,STL,D
261,DERRICK.POULIOT,Derrick Pouliot,21,14.1,8.510638298,4.255319149,12.76595745,8.511,4.255,0,0,4.26,8.510638298,4.255319149,0,0,,
610,DERYK.ENGELLAND,Deryk Engelland,18,132.52,12.68,2.26,25.35,6.79,2.72,14.04,6.34,4.53,58.85904014,40.29580441,4.074856625,14.94114096,VGK,D
831,DERYK.ENGELLAND,Deryk Engelland,19,134.26,11.17,1.79,12.96,7.15,1.34,18.77,5.81,5.81,22.79,15.19439893,1.340682258,5.809623119,VGK,D
666,DEVATNE.SMITH-PELLY,Devatne Smith-Pelly,18,131.25,11.43,4.57,19.66,19.2,6.86,16.46,5.03,1.83,,,,,WSH,RW
206,DEVIN.SHORE,Devin Shore,18,116.75,5.14,9.76,20.56,17.47,9.25,10.28,6.68,1.54,,,,,DAL,LW
9,DEVIN.SHORE,Devin Shore,19,90.88,9.24,6.6,15.85,12.54,7.26,11.22,3.3,1.32,2.64,0.660211268,1.320422535,0.660211268,ANA,F
152,DEVIN.SHORE,Devin Shore,19,54.8,5.47,9.85,15.33,20.8,12.04,13.14,8.76,1.09,2.19,0,1.094890511,0,CBJ,F
77,DEVIN.SHORE,Devin Shore,20,7.083333333,8.470588236,25.41176471,42.35294118,42.35294118,8.470588236,42.35294118,8.470588236,8.470588236,0,0,0,0,EDM,F
262,DEVIN.SHORE,Devin Shore,21,201.33,6.556291391,5.960264901,14.30463576,12.815,7.748,6.556,5.066,1.19,1.78807947,0.298013245,0.894039735,0.298013245,,
536,DEVON.TOEWS,Devon Toews,19,428.05,9.53,7.43,16.96,10.65,4.35,19.76,10.65,4.49,19.34,9.952108399,2.382899194,3.504263521,NYI,D
263,DEVON.TOEWS,Devon Toews,21,666.95,10.43556489,10.34560312,30.13719169,10.346,4.588,11.605,8.726,0.99,17.99235325,9.35602369,2.608891221,2.069120624,,
710,DILLON.DUBE,Dillon Dube,18,94,10.21,5.11,21.06,18.51,12.77,13.4,8.3,1.28,,,,,CGY,LW
183,DILLON.DUBE,Dillon Dube,19,162.21,10.36,9.62,19.97,26.26,12.58,11.47,7.77,2.59,2.59,1.109672647,1.109672647,0,CGY,F
264,DILLON.DUBE,Dillon Dube,21,330.38,9.26196842,7.082681733,21.06643798,18.706,10.715,6.719,4.722,0.91,1.089643344,0.726428896,0.181607224,0.181607224,,
265,DILLON.HEATHERINGTON,Dillon Heatherington,21,33.57,0,3.574975174,3.574975174,5.362,0,5.362,3.575,1.79,16.08738828,8.937437935,1.787487587,1.787487587,,
298,DION.PHANEUF,Dion Phaneuf,18,155.9,10.39,1.15,5,8.082,2.309,20.01,9.62,5.77,44.25914047,26.94034638,3.078896729,8.851828095,L.A,D
266,DMITRI.SAMORUKOV,Dmitri Samorukov,21,2.47,24.32432432,24.32432432,48.64864865,0,0,24.324,0,0,121.6216216,48.64864865,24.32432432,0,,
661,DMITRIJ.JASKIN,Dmitrij Jaskin,18,105.77,8.51,2.84,16.45,18.15,9.64,14.18,8.51,2.84,,,,,WSH,lW
267,DMITRIJ.JASKIN,Dmitrij Jaskin,21,42.32,7.089405279,2.835762112,11.34304845,7.089,2.836,9.925,8.507,4.25,2.835762112,1.417881056,1.417881056,0,,
631,DMITRY.KULIKOV,Dmitry Kulikov,18,48.82,8.6,4.92,17.21,8.6,2.46,14.75,8.6,7.37,117.9844326,78.65628841,6.145022532,25.80909463,WPG,D
859,DMITRY.KULIKOV,Dmitry Kulikov,19,304.95,10.82,4.92,15.74,7.28,1.18,18.89,9.84,4.72,19.68,10.42793901,1.574028529,3.148057059,WPG,D
268,DMITRY.KULIKOV,Dmitry Kulikov,21,550.13,6.761997092,4.907901115,16.25060591,5.78,2.618,8.289,6.544,1.31,21.59476491,13.96025206,1.745031508,4.580707707,,
653,DMITRY.ORLOV,Dmitry Orlov,18,296.85,9.3,7.48,21.22,12.73,8.08,20.41,11.93,7.48,52.14754927,29.10560889,7.680646791,7.680646791,WSH,D
887,DMITRY.ORLOV,Dmitry Orlov,19,413.73,9.14,6.67,15.81,10.88,4.93,22.62,13.34,6.38,23.35,13.05199043,1.74026539,3.480530781,WSH,D
240,DMITRY.ORLOV,Dmitry Orlov,20,18.36666667,9.800362975,3.266787658,13.06715063,9.800362975,3.266787658,13.06715063,3.266787658,0,16.33393829,9.800362975,0,0,WSH,D
269,DMITRY.ORLOV,Dmitry Orlov,21,578.8,8.604008293,5.597788528,19.4885971,12.751,5.079,9.433,6.738,1.45,23.32411887,13.06150657,2.902557015,3.420870767,,
299,DMYTRO.TIMASHOV,Dmytro Timashov,19,47.47,6.32,15.17,21.49,25.28,13.9,12.64,8.85,2.53,0,0,0,0,DET,F
772,DMYTRO.TIMASHOV,Dmytro Timashov,19,151.33,5.95,6.34,12.29,16.65,2.78,10.71,5.15,2.38,1.19,0.792969008,0.396484504,0.792969008,TOR,F
366,DOMINIC.TONINATO,Dominic Toninato,19,152.53,7.87,7.08,14.95,18.49,8.26,14.95,10.62,3.15,1.97,1.180095719,0,0.786730479,FLA,F
270,DOMINIC.TONINATO,Dominic Toninato,21,221.95,8.650596981,5.406623113,15.67920703,14.598,6.758,4.055,2.433,2.43,2.973642712,0.540662311,1.621986934,0.270331156,,
162,DOMINIK.KAHUN,Dominik Kahun,18,304.84,10.83,11.02,27.95,16.53,9.64,14.17,7.87,2.17,,,,,CHI,LW
94,DOMINIK.KAHUN,Dominik Kahun,19,69.6,7.76,10.34,18.1,15.52,5.17,16.38,12.93,1.72,1.72,0.862068966,0,0,BUF,F
654,DOMINIK.KAHUN,Dominik Kahun,19,137.04,7.01,12.7,19.7,17.95,8.32,15.32,11.38,1.31,2.63,0.875656743,1.313485114,0.437828371,PIT,F
78,DOMINIK.KAHUN,Dominik Kahun,20,14,38.57142857,17.14285714,81.42857143,38.57142857,30,30,17.14285714,0,0,0,0,0,EDM,C
215,DOMINIK.KUBALIK,Dominik Kubalik,19,236.7,10.14,6.84,16.98,13.69,7.86,13.18,7.6,3.55,1.27,0.253485425,0.760456274,0,CHI,F
271,DOMINIK.KUBALIK,Dominik Kubalik,21,308.32,8.173414779,3.502892048,13.42775285,13.817,6.422,4.865,3.308,1.75,2.529866479,0.583815341,1.751446024,0.194605114,,
486,DOMINIK.SIMON,Dominik Simon,18,116.35,6.7,9.28,21.14,19.08,11.35,12.38,7.74,2.06,,,,,PIT,LW
655,DOMINIK.SIMON,Dominik Simon,19,216.68,10.52,13.85,24.37,21.32,11.35,16.34,8.58,4.15,1.38,0.83071811,0.276906037,0.553812073,PIT,F
272,DOMINIK.SIMON,Dominik Simon,21,270.07,8.442359911,9.775364108,21.10589978,16.218,9.775,8.442,6.887,1.33,2.443841027,0.444334732,0.666502098,0,,
105,DOUGIE.HAMILTON,Dougie Hamilton,18,231.45,22.03,7,36.29,10.89,4.67,21.78,11.41,5.96,47.18081659,27.99740765,5.443940376,12.44329229,CAR,D
123,DOUGIE.HAMILTON,Dougie Hamilton,19,338.53,17.37,5.85,23.22,10.1,2.48,22.69,11.52,4.61,17.9,10.98868638,1.949605648,2.835790033,CAR,D
22,DOUGIE.HAMILTON,Dougie Hamilton,20,16.8,10.71428571,3.571428571,25,0,0,25,3.571428571,3.571428571,21.42857143,7.142857143,3.571428571,0,CAR,D
273,DOUGIE.HAMILTON,Dougie Hamilton,21,367.78,13.54058096,3.425930122,22.0238365,6.852,3.426,8.81,6.689,2.12,23.65523179,13.86686002,2.936511533,4.404767299,,
688,DRAKE.BATHERSON,Drake Batherson,18,22.15,2.71,8.13,13.54,24.38,10.84,13.54,2.71,0,,,,,OTT,LW
592,DRAKE.BATHERSON,Drake Batherson,19,27.33,10.98,2.2,13.17,10.98,6.59,24.15,13.17,6.59,0,0,0,0,OTT,F
299,DRAKE.BATHERSON,Drake Batherson,20,10.93333333,21.95121952,10.97560976,32.92682928,32.92682928,21.95121952,27.4390244,16.46341464,0,5.48780488,0,0,0,OTT,R
274,DRAKE.BATHERSON,Drake Batherson,21,177.35,11.16436425,10.48773612,24.02029884,15.562,9.134,7.105,4.736,2.03,1.691570341,0,1.353256273,0,,
245,DRAKE.CAGGIULA,Drake Caggiula,18,329.35,10.93,6.56,17.49,14.21,6.194,10.75,5.83,2,,,,,EDM,C
216,DRAKE.CAGGIULA,Drake Caggiula,19,140.98,7.66,7.66,15.32,13.19,5.96,10.21,7.24,1.7,5.11,3.404738261,0.425592283,1.70236913,CHI,F
275,DRAKE.CAGGIULA,Drake Caggiula,21,78.98,5.317577548,6.836885418,15.95273264,17.472,9.876,4.558,3.039,0,2.278961806,0.759653935,0.759653935,0,,
301,DREW.DOUGHTY,Drew Doughty,18,232.01,9.83,5.69,11.64,10.344,3.879,28.71,12.93,7.5,49.13581311,26.11956381,4.913581311,8.534114909,L.A,D
388,DREW.DOUGHTY,Drew Doughty,19,260.9,6.67,4.37,11.04,4.14,1.15,18.17,10.35,4.6,19.09,11.95860483,1.379839019,3.219624377,L.A,D
276,DREW.DOUGHTY,Drew Doughty,21,349.5,10.30042918,5.150214592,22.31759657,6.352,2.575,10.129,7.039,2.4,19.05579399,11.67381974,2.231759657,3.605150215,,
277,DREW.O'CONNOR,Drew O'Connor,21,90.37,13.94319439,5.311693102,22.57469568,23.903,12.615,9.295,7.304,0.66,2.655846551,1.327923275,0,0,,
378,DREW.STAFFORD,Drew Stafford,18,17.27,3.47,3.47,10.42,27.79,20.85,24.32,13.9,3.47,,,,,N.J,RW
288,DRYDEN.HUNT,Dryden Hunt,18,11.85,5.06,0,5.06,10.13,0,5.06,0,10.13,,,,,FLA,LW
367,DRYDEN.HUNT,Dryden Hunt,19,71.48,13.43,9.23,22.66,25.18,12.59,24.34,12.59,1.68,2.52,0.839395635,0.839395635,0.839395635,FLA,F
278,DRYDEN.HUNT,Dryden Hunt,21,384.07,8.123589654,4.842909217,17.96563097,17.809,7.03,6.093,3.749,1.09,2.030897414,1.093560146,0.156222878,0.468668634,,
150,DUNCAN.KEITH,Duncan Keith,18,446.81,9.53,6.18,21.35,6.45,2.01,21.62,10.74,6.71,34.10845773,22.29135427,3.357131667,7.922830733,CHI,D
217,DUNCAN.KEITH,Duncan Keith,19,368.82,9.76,5.86,15.62,3.25,0.65,21.96,11.06,5.86,22.78,16.10541728,2.114852774,5.205791443,CHI,D
279,DUNCAN.KEITH,Duncan Keith,21,511.02,9.275627018,5.40099801,18.43384104,2.818,0.352,6.693,4.462,2.58,25.59603405,16.55523303,2.465673005,4.109455008,,
313,DUSTIN.BROWN,Dustin Brown,18,76.18,12.6,9.45,19.69,25.991,14.177,21.27,12.6,4.73,,,,,L.A,Rw
389,DUSTIN.BROWN,Dustin Brown,19,185.85,13.88,8.39,22.28,20.02,11.3,23.24,11.3,3.55,2.58,0.968523002,1.291364003,0.645682002,L.A,F
281,DUSTIN.BROWN,Dustin Brown,21,289.38,10.57420953,8.293497667,23.01445603,15.55,8.708,11.196,8.293,1.66,2.695386742,1.036687208,0.622012325,0.414674883,,
634,DUSTIN.BYFUGLIEN,Dustin Byfuglien,18,182.13,9.55,8.57,23.72,7.25,3.29,18.78,8.89,6.92,33.27293691,21.08384121,5.600395322,7.577005436,WPG,D
280,DUSTIN.TOKARSKI,Dustin Tokarski,21,,,,,,,0,0,1.25,0,0,0,0,,
282,DYLAN.COGHLAN,Dylan Coghlan,21,327.67,9.521871821,3.479145473,18.86063072,4.761,2.014,9.522,6.775,2.01,26.36826043,14.46592065,2.563580875,4.760935911,,
4,DYLAN.COZENS,Dylan Cozens,20,9.333333333,19.28571429,6.428571429,25.71428572,32.14285714,19.28571429,45,19.28571429,12.85714286,0,0,0,0,BUF,C
283,DYLAN.COZENS,Dylan Cozens,21,288.22,11.0333661,8.743422194,24.35667611,18.944,13.531,7.911,6.662,2.71,1.665413751,0.416353438,1.249060313,0.208176719,,
674,DYLAN.DEMELO,Dylan DeMelo,18,246.33,11.45,3.41,18.27,3.65,0.49,18.02,6.58,6.09,41.89501888,27.76762879,2.19218122,8.52514919,OTT,D
593,DYLAN.DEMELO,Dylan Demelo,19,129.53,6.95,2.78,9.73,4.63,0.93,16.21,6.48,3.24,28.26,13.89639466,5.558557863,7.411410484,OTT,D
860,DYLAN.DEMELO,Dylan Demelo,19,134.17,6.71,4.92,11.63,5.37,1.34,17.44,8.5,1.79,20.12,12.52142804,1.788775434,5.366326302,WPG,D
284,DYLAN.DEMELO,Dylan DeMelo,21,427.42,7.720803275,4.211347241,16.98576721,5.194,0.983,8.703,7.3,1.97,24.00467927,15.72236303,1.684538896,3.649834276,,
493,DYLAN.GAMBRELL,Dylan Gambrell,18,7.88,0,7.61,7.61,7.61,7.61,15.2,0,0,,,,,S.J,C
686,DYLAN.GAMBRELL,Dylan Gambrell,19,192.9,6.53,6.22,12.75,21.46,10.26,13.69,7.15,3.73,2.8,1.244167963,0.622083981,0.933125972,S.J,F
285,DYLAN.GAMBRELL,Dylan Gambrell,21,180.57,8.639468341,4.984308658,14.95292597,16.947,5.649,8.307,4.984,1.66,1.661436219,0.996861732,0.664574488,0,,
218,DYLAN.LARKIN,Dylan Larkin,18,140.2,10.27,16.69,35.09,31.241,20.542,24.39,14.55,4.28,,,,,DET,C
300,DYLAN.LARKIN,Dylan Larkin,19,214.56,12.58,11.74,24.33,27.13,15.94,21.81,12.86,5.03,1.12,0.279642058,0.279642058,0,DET,F
57,DYLAN.LARKIN,Dylan Larkin,20,16.38333333,14.64903357,0,29.29806715,29.29806715,10.98677518,21.97355036,14.64903357,10.98677518,0,0,0,0,DET,C
286,DYLAN.LARKIN,Dylan Larkin,21,383.67,12.66724587,9.852302346,29.71329279,17.046,11.103,9.07,6.725,1.56,2.814943527,0.781928758,0.781928758,0.469157255,,
301,DYLAN.MCILRATH,Dylan Mcilrath,19,52.92,7.94,2.27,10.2,2.27,1.13,22.68,10.2,9.07,19.27,11.33786848,0,4.535147392,DET,D
287,DYLAN.SAMBERG,Dylan Samberg,21,51.25,10.53658537,2.341463415,17.56097561,7.024,2.341,10.537,8.195,2.34,18.73170732,10.53658537,1.170731707,2.341463415,,
169,DYLAN.SIKURA,Dylan Sikura,18,31.07,5.79,3.86,11.59,23.53,16.73,19.31,13.52,3.86,,,,,CHI,RW
218,DYLAN.SIKURA,Dylan Sikura,19,11.88,20.2,15.15,35.34,20.2,15.15,25.25,15.15,10.1,0,0,0,0,CHI,F
288,DYLAN.SIKURA,Dylan Sikura,21,15.67,3.829787233,3.829787233,7.659574466,15.319,3.83,3.83,3.83,0,0,0,0,0,,
34,DYLAN.STROME,Dylan Strome,18,251.3,10.26809471,11.69888858,28.17515599,15.7241337,10.80852451,10.98288898,7.401512137,2.626343016,,,,,ARI-CHI,C
219,DYLAN.STROME,Dylan Strome,19,255.96,10.08,12.19,22.27,13.36,8.91,12.89,6.33,2.81,2.81,0.70323488,0.468823254,0.234411627,CHI,F
289,DYLAN.STROME,Dylan Strome,21,313.22,6.129942,9.194913,20.30543287,14.559,8.812,6.705,5.364,0.77,0.76624275,0.191560687,0.383121375,0.191560687,,
290,DYSIN.MAYO,Dysin Mayo,21,311.65,6.16075726,2.117760308,10.01123055,3.658,1.348,6.353,4.236,2.12,23.68041072,14.0542275,1.347665651,4.42804428,,
291,EELI.TOLVANEN,Eeli Tolvanen,21,346.75,11.93943764,6.402307138,23.01369863,16.957,9.517,5.191,3.461,1.38,2.768565249,1.211247296,1.038211968,0,,
124,EETU.LUOSTARINEN,Eetu Luostarinen,19,49.99,7.2,7.2,14.4,13.2,7.2,19.2,7.2,1.2,1.2,0,1.200240048,0,CAR,F
292,EETU.LUOSTARINEN,Eetu Luostarinen,21,323.13,7.427274603,9.284093253,20.23932329,16.154,8.727,5.385,2.971,0.93,1.485454921,0.185681865,0.928409325,0.185681865,,
293,EGOR.SOKOLOV,Egor Sokolov,21,44.18,9.50584685,8.147868729,20.36967182,19.012,5.432,2.716,1.358,2.72,1.357978121,1.357978121,0,0,,
714,ELIAS.LINDHOLM,Elias Lindholm,18,148.69,10.09,9.68,25.83,18.16,10.09,12.11,5.65,1.21,,,,,CGY,RW
184,ELIAS.LINDHOLM,Elias Lindholm,19,283.5,11.01,8.04,19.05,14.6,6.35,11.22,6.98,1.9,2.75,1.058201058,0.634920635,0.846560847,CGY,F
294,ELIAS.LINDHOLM,Elias Lindholm,21,470.05,12.12636954,8.169343687,27.57153494,10.722,7.276,5.233,4.595,0.89,2.680565897,1.148813956,0.51058398,0.382937985,,
583,ELIAS.PETTERSSON,Elias Pettersson,18,79.65,10.55,8.29,30.13,22.6,16.57,16.57,9.04,2.26,,,,,VAN,C
803,ELIAS.PETTERSSON,Elias Pettersson,19,329.79,9.28,11.83,21.1,21.29,14.37,11.1,8.19,1.82,1.09,0.363867916,0.363867916,0.181933958,VAN,F
224,ELIAS.PETTERSSON,Elias Pettersson,20,15.26666667,7.860262007,15.72052401,47.16157204,39.30131004,15.72052401,19.65065502,11.79039301,0,0,0,0,0,VAN,C
295,ELIAS.PETTERSSON,Elias Pettersson,21,367.98,7.989492277,9.946102631,23.80542597,19.24,12.392,8.968,7.826,1.14,1.630508628,0.815254314,0.652203451,0.163050863,,
296,ELVIS.MERZLIKINS,Elvis Merzlikins,21,,,,,,,0,0,0.8,0,0,0,0,,
153,EMIL.BEMSTROM,Emil Bemstrom,19,290.27,12.55,5.38,17.92,16.13,9.36,11.95,7.57,2.99,3.19,1.860336928,0.413408206,1.240224618,CBJ,F
41,EMIL.BEMSTROM,Emil Bemstrom,20,12.23333333,4.904632154,24.52316077,29.42779292,29.42779292,14.71389646,34.33242508,24.52316077,4.904632154,4.904632154,0,4.904632154,0,CBJ,C
297,EMIL.BEMSTROM,Emil Bemstrom,21,82.28,8.021065424,5.104314361,16.04213085,17.501,8.021,9.479,8.021,2.92,0,0,0,0,,
298,ERIC.COMRIE,Eric Comrie,21,,,,,,,0,0,0.78,0,0,0,0,,
333,ERIC.FEHR,Eric Fehr,18,150.4,7.58,9.97,19.95,16.36,8.78,18.4,6.4,3.2,,,,,MIN,RW
722,ERIC.GRYBA,Eric Gryba,18,10.95,0,0,0,0,0,,,,,,,,N.J,D
154,ERIC.ROBINSON,Eric Robinson,19,173.86,8.45,6.5,14.95,17.88,7.48,13.98,7.8,1.63,3.58,1.725526286,2.070631543,0.690210514,CBJ,F
42,ERIC.ROBINSON,Eric Robinson,20,8.783333333,27.32447818,13.66223909,61.4800759,34.15559772,20.49335863,20.49335863,13.66223909,20.49335863,6.831119545,6.831119545,0,0,CBJ,L
299,ERIC.ROBINSON,Eric Robinson,21,173.15,10.04909038,4.851285013,17.3260179,18.366,8.663,5.891,4.851,1.39,1.73260179,0.693040716,0.693040716,0,,
317,ERIC.STAAL,Eric Staal,18,196.43,9.77,12.52,27.49,17.11,11.3,13.1,7.9,1.5,,,,,MIN,C
412,ERIC.STAAL,Eric Staal,19,225.4,10.65,9.58,20.23,16.24,11.45,10.91,7.45,5.06,1.33,0.532386868,0.266193434,0,MIN,F
5,ERIC.STAAL,Eric Staal,20,12.95,9.266409266,4.633204633,18.53281853,13.8996139,4.633204633,23.16602317,13.8996139,4.633204633,0,0,0,0,BUF,C
594,ERIK.BRANNSTROM,Erik Brannstrom,19,45.52,11.86,1.32,13.18,5.27,3.95,15.82,6.59,0,11.86,5.272407733,2.636203866,3.9543058,OTT,D
301,ERIK.BRANNSTROM,Erik Brannstrom,21,269.8,7.338769459,4.447739066,14.01037806,6.227,1.779,7.116,4.67,2.67,23.3506301,12.67605634,3.335804299,5.114899926,,
550,ERIK.CERNAK,Erik Cernak,18,16.98,7.07,3.53,21.2,14.13,0,21.2,10.6,3.53,416.9611307,236.7491166,77.7385159,84.80565371,T.b,D
748,ERIK.CERNAK,Erik Cernak,19,387.33,16.11,4.34,20.45,8.98,2.79,19.21,10.53,5.27,20.14,9.294400124,3.872666718,3.872666718,T.B,D
302,ERIK.CERNAK,Erik Cernak,21,401.3,11.96112634,4.784450536,22.57662597,8.074,2.243,7.177,5.083,1.35,19.58634438,11.36307002,2.242711189,2.990281585,,
592,ERIK.GUDBRANSON,Erik Gudbranson,18,185.85,7.75,1.94,11.3,5.17,0.97,18.4,5.49,6.78,56.49717514,36.80387409,3.87409201,14.20500404,VAN,D
10,ERIK.GUDBRANSON,Erik Gudbranson,19,156.16,9.22,3.46,12.68,6.15,0.77,16.14,5.38,8.07,18.06,13.06352459,0,4.994877049,ANA,D
656,ERIK.GUDBRANSON,Erik Gudbranson,19,16.43,18.26,0,18.26,3.65,0,18.26,3.65,7.3,25.56,10.95556908,0,7.303712721,PIT,D
300,ERIK.GUDBRANSON,Erik Gudbranson,20,13.4,4.47761194,0,4.47761194,0,0,17.91044776,8.955223881,4.47761194,17.91044776,4.47761194,0,0,OTT,D
303,ERIK.GUDBRANSON,Erik Gudbranson,21,488.83,11.53767474,5.646096147,20.62052506,5.401,1.35,6.751,4.419,3.44,19.39311285,9.942038868,2.454824412,2.700306853,,
676,ERIK.GURBDOERFER,Erik Gurbdoerfer,18,10.12,11.86,0,17.79,5.93,0,23.72,17.79,5.93,,,,,OTT,D
158,ERIK.GUSTAFSSON,Erik Gustafsson,18,397.56,9.81,6.34,23.85,8.3,3.77,27.77,15.24,8.75,37.42831271,23.09085421,2.716571084,7.847872019,CHI,D
185,ERIK.GUSTAFSSON,Erik Gustafsson,19,108.27,9.98,2.77,12.75,8.87,1.66,19.4,10.53,4.99,22.17,11.63757273,2.770850651,4.433361042,CGY,D
220,ERIK.GUSTAFSSON,Erik Gustafsson,19,202.14,10.39,7.12,17.51,8.31,3.27,19.29,8.31,10.69,23.45,16.0284951,2.968239834,7.123775601,CHI,D
164,ERIK.GUSTAFSSON,Erik Gustafsson,20,16.93333333,21.25984252,3.543307087,31.88976379,21.25984252,14.17322835,49.60629922,24.80314961,31.88976379,60.23622048,38.97637796,7.086614175,10.62992126,PHI,D
304,ERIK.GUSTAFSSON,Erik Gustafsson,21,263.9,7.275483137,5.911330049,17.73399015,7.73,3.638,6.821,5.457,2.27,22.05380826,16.14247821,0.909435392,4.092459265,,
624,ERIK.HAULA,Erik Haula,18,136.24,10.13,15.41,20.26,20.26,9.69,11.45,7.05,2.64,,,,,VGK,RW
125,ERIK.HAULA,Erik Haula,19,196.52,10.69,8.85,19.54,17.71,7.02,13.13,5.19,3.97,2.14,0.610624873,0.305312436,0,CAR,F
368,ERIK.HAULA,Erik Haula,19,74.2,12.94,10.51,23.45,16.17,5.66,6.47,2.43,0.81,1.62,0,0,0,FLA,F
114,ERIK.HAULA,Erik Haula,20,12.3,24.3902439,29.26829268,68.29268293,9.756097561,9.756097561,24.3902439,19.51219512,4.87804878,0,0,0,0,NSH,L
305,ERIK.HAULA,Erik Haula,21,384.1,8.903931268,9.060140589,21.08825827,14.215,6.405,3.437,2.656,1.25,1.874511846,0.624837282,0.15620932,0.312418641,,
176,ERIK.JOHNSON,Erik Johnson,18,199.89,12.61,5.1,22.81,9.31,3.6,19.811,8.104,9.005,51.02806544,32.41782981,3.90214618,9.004952724,COL,D
237,ERIK.JOHNSON,Erik Johnson,19,377.75,10.96,7.15,18.11,9.85,4.29,17.15,8.58,4.77,23.19,13.97749835,2.700198544,7.624090007,COL,D
306,ERIK.JOHNSON,Erik Johnson,21,544.65,11.67722391,4.957312035,20.2698981,6.059,2.424,9.143,6.94,2.75,20.60038557,11.7873864,2.093087304,4.076012118,,
300,ERIK.KALLGREN,Erik Kallgren,21,,,,,,,0,0,0,0,0,0,0,,
503,ERIK.KARLSSON,Erik Karlsson,18,254.93,21.65,10.83,40.01,8,5.18,33.9,20.2,6.6,38.1281136,20.71156788,6.119326874,7.766837956,S.J,D
687,ERIK.KARLSSON,Erik Karlsson,19,254.51,13.2,7.78,20.98,11.79,6.13,26.64,12.49,7.54,20.75,11.08011473,3.771953951,4.243448195,S.J,D
307,ERIK.KARLSSON,Erik Karlsson,21,200.35,13.17694035,8.38532568,26.35388071,8.984,6.888,12.578,9.883,4.79,19.76541053,11.08060893,0.898427751,3.593711006,,
200,ESA.LINDELL,Esa Lindell,18,192.7,9.96,5.29,21.17,4.98,0.62,24.29,7.16,7.47,76.59574468,39.85469642,9.029579657,16.19097042,DAL,D
268,ESA.LINDELL,Esa Lindell,19,354.84,10.48,4.57,15.05,8.45,1.86,23,7.44,5.07,19.95,10.65268854,2.874535002,5.072708827,DAL,D
308,ESA.LINDELL,Esa Lindell,21,523.02,7.342022243,3.212134731,13.42213441,6.883,1.95,10.898,6.08,3.1,21.33775214,12.04550524,2.982696536,3.326853829,,
329,ETHAN.BEAR,Ethan Bear,19,624.58,8.74,5.19,13.93,5,1.25,20.17,10.57,5.57,19.89,11.52774665,2.689807551,5.379615101,EDM,D
79,ETHAN.BEAR,Ethan Bear,20,20.36666667,32.40589198,17.67594108,64.81178395,23.56792144,2.94599018,44.18985269,8.837970539,11.78396072,41.24386251,20.62193126,8.837970539,2.94599018,EDM,D
309,ETHAN.BEAR,Ethan Bear,21,349.73,11.66603126,6.690812047,22.98894396,6.176,1.544,8.75,5.833,2.23,19.90087686,10.80823485,3.088067099,3.431185665,,
310,ETHAN.PROW,Ethan Prow,21,18.73,0,9.608540925,12.8113879,12.811,0,16.014,12.811,3.2,22.41992883,19.21708185,0,9.608540925,,
254,EVAN.BOUCHARD,Evan Bouchard,18,71.18333333,18.54,2.53,21.07,4.214,0.843,21.92,5.9,4.21,,,,,EDM,D
