"Name","Team","Season","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Wild","MIN","17-18",82,3953.95,52.94,50.19,48.68,47.84,53.44,2.43,2.16,29.94,29.72,39.88,42.05,52.77,57.54,2.26,1.97,0.27,0.22,-2.17,-4.77,0.29,8.12,92.73
"Canadiens","MTL","17-18",82,3974.63,44.92,49.88,49.66,49.7,50.88,1.96,2.4,30.91,31.06,42.1,42.68,58.62,59.34,2.45,2.37,-0.44,-0.14,-0.58,-0.72,0.08,6.33,92.28
"Devils","N.J","17-18",82,3936.12,49.11,49.97,49.08,48.64,50.29,2.44,2.53,30.76,30.79,42.24,43.84,54.7,57.77,2.42,2.39,-0.09,-0.03,-1.59,-3.07,0.03,7.94,91.78
"Predators","NSH","17-18",82,3851.03,56.88,51.6,52.48,52.67,51.49,2.62,1.98,32.32,30.32,45.25,40.97,61.35,55.12,2.46,2.32,0.63,2.01,4.28,6.23,0.14,8.09,93.46
"Islanders","NYI","17-18",82,4011.9,48.21,46.48,46.49,47.07,46.84,2.65,2.84,29.84,34.35,40.69,46.84,55.57,62.5,2.39,2.71,-0.2,-4.51,-6.15,-6.93,-0.32,8.87,91.72
"Rangers","NYR","17-18",82,3991.18,45,45.29,45.24,44.94,46.76,2.24,2.74,29.4,35.52,39.75,48.12,52.09,63.83,2.49,2.84,-0.5,-6.12,-8.37,-11.73,-0.35,7.62,92.29
"Senators","OTT","17-18",82,3983.95,42.91,46.87,46.84,46.22,45.7,2.26,3.01,29.14,33.02,40.32,45.76,54.34,63.24,2.14,2.54,-0.75,-3.89,-5.44,-8.89,-0.4,7.76,90.89
"Flyers","PHI","17-18",82,3993.68,52.01,51.22,50.22,49.81,50.38,2.36,2.18,30.2,28.76,41.19,40.83,55.05,55.47,2.31,2.27,0.18,1.44,0.36,-0.41,0.04,7.83,92.41
"Penguins","PIT","17-18",82,3935.23,47.82,53.22,53.07,52.26,52.51,2.45,2.67,34.01,29.89,46.02,40.68,60.53,55.29,2.68,2.42,-0.22,4.12,5.33,5.24,0.26,7.2,91.06
"Sharks","S.J","17-18",82,4012.37,48.81,51.74,51.96,51.21,51.4,2.35,2.47,31.38,29.27,44.57,41.21,61.26,58.37,2.52,2.38,-0.11,2.11,3.36,2.89,0.14,7.5,91.57
"Blues","STL","17-18",82,3988.98,52.42,52.21,52.83,51.86,51.89,2.27,2.06,31.58,28.91,43.69,39,58.92,54.69,2.27,2.11,0.21,2.67,4.69,4.24,0.17,7.19,92.87
"Lightning","T.B","17-18",82,3901.28,57.4,50.99,52.19,52.49,53.48,3.03,2.25,32.66,31.39,45.61,41.78,60.73,54.97,2.51,2.18,0.78,1.27,3.83,5.77,0.33,9.27,92.84
"Maple Leafs","TOR","17-18",82,4047.92,54.46,49,49.23,50.56,50.97,2.79,2.33,31.17,32.44,43.86,45.25,59.68,58.35,2.62,2.52,0.46,-1.28,-1.38,1.33,0.1,8.94,92.82
"Canucks","VAN","17-18",82,3970.45,45.47,47.33,47.07,46.95,46.14,2.07,2.49,28.73,31.97,39.39,44.29,51.95,58.71,2.13,2.48,-0.41,-3.24,-4.9,-6.76,-0.36,7.22,92.22
"Golden Knights","VGK","17-18",82,3999.17,52.77,51.6,51.34,51.57,50.67,2.6,2.33,31.55,29.59,43.82,41.53,59.13,55.52,2.38,2.31,0.27,1.95,2.29,3.61,0.06,8.24,92.14
"Jets","WPG","17-18",82,3900.87,54.8,52.24,52.65,52.61,53.56,2.68,2.21,31.95,29.22,44.64,40.15,60.06,54.09,2.48,2.15,0.47,2.74,4.49,5.97,0.33,8.38,92.44
"Capitals","WSH","17-18",82,3952.37,52.74,47.94,47.67,48.31,47.53,2.56,2.3,28.14,30.56,40.44,44.4,55.05,58.91,2.35,2.59,0.27,-2.42,-3.96,-3.86,-0.24,9.11,92.48
"Ducks","ANA","18-19",82,3975.22,46.91,46.7,46.68,46.91,45.09,2.04,2.31,27.58,31.48,39.85,45.52,53.47,60.53,2.22,2.7,-0.27,-3.9,-5.68,-7.05,-0.48,7.4,92.66
"Coyotes","ARI","18-19",82,3961.85,45.65,49.81,49.42,48.92,49.98,1.99,2.37,30.03,30.26,41.85,42.84,56.52,59.02,2.34,2.34,-0.38,-0.23,-0.99,-2.49,0,6.62,92.18
"Bruins","BOS","18-19",82,3993.68,55.48,54.03,54.16,53.73,53.37,2.34,1.88,32.21,27.4,44.77,37.89,58.85,50.68,2.41,2.11,0.46,4.8,6.88,8.17,0.3,7.28,93.14
"Sabres","BUF","18-19",82,4031.53,45.25,48.9,49.33,49.4,47.55,2.27,2.74,31.42,32.83,42.95,44.11,55.31,56.65,2.2,2.43,-0.48,-1.41,-1.16,-1.34,-0.23,7.21,91.65
"Hurricanes","CAR","18-19",82,3967.82,51.82,54.87,55.12,55.21,55.64,2.41,2.24,33.9,27.88,48.81,39.75,64.96,52.71,3.01,2.4,0.17,6.02,9.06,12.26,0.61,7.11,91.97
"Blue Jackets","CBJ","18-19",82,4081.97,52.21,51.57,51.42,50.57,51.45,2.74,2.51,31.4,29.48,43.07,40.69,55.52,54.26,2.53,2.38,0.23,1.92,2.38,1.26,0.14,8.72,91.5
"Flames","CGY","18-19",82,3909.92,55.2,53.31,53.35,54.07,53.26,2.83,2.3,31.71,27.78,44.64,39.04,60.79,51.64,2.63,2.31,0.53,3.94,5.6,9.15,0.32,8.93,91.72
"Blackhawks","CHI","18-19",82,4032.9,49.85,48.23,48.21,49.1,45.7,2.71,2.73,31.61,33.93,41.54,44.62,56.81,58.89,2.33,2.77,-0.02,-2.32,-3.08,-2.07,-0.44,8.58,91.96
"Avalanche","COL","18-19",82,3849.8,50.31,50.98,50.41,49.94,49.85,2.41,2.38,31.9,30.67,42.49,41.8,57.47,57.61,2.32,2.33,0.03,1.23,0.68,-0.13,-0.01,7.56,92.23
"Stars","DAL","18-19",82,4025.42,50.55,48.94,48.29,48.16,50.35,2.02,1.97,29.35,30.62,39.45,42.25,53.86,57.97,2.35,2.32,0.04,-1.28,-2.8,-4.12,0.03,6.87,93.56
"Red Wings","DET","18-19",82,4029.57,45.2,45.57,45.78,46.54,44.36,2.18,2.64,27.78,33.18,38.41,45.5,51.66,59.34,2.15,2.7,-0.46,-5.4,-7.08,-7.68,-0.55,7.84,92.04
"Oilers","EDM","18-19",82,4034.92,44.54,47.14,47.34,47.52,46.8,2.14,2.67,28.12,31.54,38.76,43.12,52.31,57.78,2.27,2.58,-0.53,-3.42,-4.36,-5.47,-0.31,7.62,91.54
"Panthers","FLA","18-19",82,3974.03,46.28,50.58,50.01,49.44,47.79,2.44,2.83,31.1,30.39,42.18,42.16,55.03,56.28,2.3,2.51,-0.39,0.71,0.02,-1.25,-0.21,7.85,90.68
"Kings","L.A","18-19",82,4055.25,44.88,46.82,46.72,47.04,47.12,2.06,2.53,27.27,30.97,38.84,44.29,52.44,59.05,2.2,2.47,-0.47,-3.7,-5.45,-6.61,-0.27,7.55,91.84
"Wild","MIN","18-19",82,3969.03,47.62,52.44,51.47,50.52,53.86,2.12,2.33,31.18,28.28,42.98,40.52,57.06,55.89,2.34,2.01,-0.21,2.9,2.46,1.18,0.34,6.8,91.75
"Canadiens","MTL","18-19",82,3985.75,53.64,53.63,53.75,54.46,53.8,2.81,2.43,34.9,30.17,47.55,40.91,66.14,55.3,2.67,2.29,0.38,4.73,6.63,10.83,0.38,8.06,91.94
"Devils","N.J","18-19",82,3920.25,44.35,47.8,46.99,46.25,48.59,2.23,2.8,29.32,32.02,39.9,45.02,51.23,59.54,2.27,2.4,-0.57,-2.7,-5.11,-8.32,-0.13,7.6,91.26
"Predators","NSH","18-19",82,3909.7,53.8,52.13,52.35,52.27,50.81,2.52,2.16,32.71,30.04,45.23,41.16,59.88,54.68,2.5,2.42,0.36,2.67,4.06,5.21,0.08,7.7,92.8
"Islanders","NYI","18-19",82,4037.02,55.86,49.05,48.79,48.46,51.1,2.4,1.9,28.3,29.39,39.13,41.08,53.16,56.53,2.38,2.28,0.5,-1.1,-1.95,-3.38,0.1,8.48,93.55
"Rangers","NYR","18-19",82,3951.95,45.69,46.03,45.67,45.32,47.26,2.18,2.59,27.91,32.72,38.32,45.59,50.51,60.96,2.38,2.66,-0.41,-4.81,-7.26,-10.44,-0.28,7.8,92.1
"Senators","OTT","18-19",82,4059.93,43.67,44.7,44.78,44.1,46.23,2.5,3.23,28.53,35.3,39.45,48.65,52.31,66.31,2.31,2.68,-0.73,-6.77,-9.2,-14,-0.38,8.77,90.86
"Flyers","PHI","18-19",82,3970.08,46.38,47.49,48.04,47.47,48.48,2.49,2.87,29.42,32.53,40.67,44,54.81,60.65,2.35,2.5,-0.39,-3.11,-3.32,-5.84,-0.15,8.45,91.17
"Penguins","PIT","18-19",82,4033.25,54.96,50.98,50.88,50.64,52.35,2.72,2.23,33.12,31.84,44.66,43.13,59.44,57.94,2.65,2.41,0.49,1.28,1.54,1.5,0.24,8.21,93
"Sharks","S.J","18-19",82,3998.32,51.36,54.74,55.1,55.42,54.09,2.88,2.73,32.27,26.68,45.86,37.37,62.86,50.58,2.71,2.3,0.15,5.59,8.49,12.29,0.41,8.93,89.77
"Blues","STL","18-19",82,3988.47,53.25,52.93,52.55,52.11,54.04,2.5,2.2,31.15,27.71,42.37,38.25,56.64,52.06,2.57,2.19,0.31,3.45,4.12,4.58,0.38,8.03,92.08
"Lightning","T.B","18-19",82,3913.1,56.84,52.13,52.36,52.73,52.97,3.15,2.4,32.83,30.14,45.1,41.03,60.11,53.88,2.56,2.27,0.76,2.68,4.07,6.22,0.29,9.61,92.05
"Maple Leafs","TOR","18-19",82,4083.82,54.86,49.59,50.4,52.12,51.71,3.03,2.5,32.3,32.84,47.22,46.48,65.18,59.88,2.77,2.59,0.54,-0.54,0.74,5.31,0.18,9.4,92.39
"Canucks","VAN","18-19",82,3955.63,45.02,46.79,47.56,47.34,45.81,2.19,2.67,28.17,32.03,39.86,43.95,53.36,59.37,2.13,2.52,-0.48,-3.87,-4.09,-6.01,-0.39,7.76,91.66
"Golden Knights","VGK","18-19",82,4013.77,51.74,54.01,54.37,54.56,54.95,2.57,2.39,33.5,28.53,46.01,38.62,62.8,52.32,2.79,2.29,0.17,4.98,7.39,10.49,0.5,7.66,91.61
"Jets","WPG","18-19",82,3955.85,50.84,48.82,49.16,49.42,47.78,2.54,2.46,30.51,31.97,42.19,43.64,56.54,57.86,2.29,2.51,0.08,-1.47,-1.44,-1.33,-0.21,8.34,92.31
"Capitals","WSH","18-19",82,3935.85,55.39,49.56,49.57,49.79,47.46,3,2.42,30.12,30.65,42.76,43.49,57.56,58.04,2.41,2.67,0.58,-0.54,-0.73,-0.48,-0.26,9.97,92.11
"Ducks","ANA","19-20",71,3450.65,46.57,47.7,47.97,47.87,47.08,2.22,2.55,28.77,31.54,41.45,44.96,53.96,58.75,2.32,2.61,-0.33,-2.77,-3.51,-4.79,-0.29,7.73,91.91
"Coyotes","ARI","19-20",70,3405.93,50.08,49.72,48.57,48.6,49.61,2.24,2.24,31.12,31.47,42.56,45.07,56.02,59.24,2.33,2.36,0.01,-0.35,-2.51,-3.22,-0.04,7.21,92.9
"Bruins","BOS","19-20",70,3328.28,57.69,52.48,51.83,51.93,52.82,2.56,1.88,31.07,28.13,42.5,39.5,55.98,51.81,2.22,1.98,0.68,2.94,3,4.17,0.24,8.24,93.32
"Sabres","BUF","19-20",69,3393.5,49.11,47.9,48.37,48.81,47.54,2.29,2.37,27.93,30.38,38.75,41.36,50.16,52.62,2.05,2.26,-0.08,-2.45,-2.61,-2.45,-0.21,8.2,92.19
"Hurricanes","CAR","19-20",68,3217.15,50.97,52.96,53.66,54.42,52.37,2.63,2.53,32.38,28.75,45.33,39.15,60.05,50.29,2.76,2.51,0.1,3.62,6.18,9.76,0.25,8.12,91.2
"Blue Jackets","CBJ","19-20",70,3478.85,50.55,51.82,50.66,48.87,51.66,2.14,2.09,31.53,29.32,41.53,40.44,53.63,56.11,2.22,2.08,0.05,2.21,1.09,-2.48,0.14,6.78,92.87
"Flames","CGY","19-20",70,3429.05,47.34,48.91,49.42,49.91,50.74,2.31,2.57,30.24,31.58,43.03,44.05,57.22,57.41,2.47,2.4,-0.26,-1.35,-1.02,-0.2,0.07,7.64,91.86
"Blackhawks","CHI","19-20",70,3392.42,50.14,47.21,48.15,48.49,47.38,2.61,2.6,30.94,34.6,41.2,44.36,55.9,59.37,2.5,2.78,0.01,-3.65,-3.16,-3.47,-0.28,8.44,92.5
"Avalanche","COL","19-20",70,3321.3,59,52.45,52.54,52.97,52.29,2.96,2.06,32.78,29.72,44.3,40.02,60.63,53.82,2.38,2.17,0.9,3.06,4.28,6.8,0.21,9.02,93.08
"Stars","DAL","19-20",69,3308.37,49.69,49.47,49.11,49.15,52.7,1.96,1.99,29.27,29.89,39.8,41.24,54.2,56.07,2.42,2.17,-0.02,-0.62,-1.44,-1.88,0.25,6.71,93.35
"Red Wings","DET","19-20",71,3389.55,35.11,44.35,44.41,44.22,43.45,1.61,2.98,25.79,32.36,35.47,44.41,46.02,58.04,2,2.6,-1.37,-6.57,-8.94,-12.02,-0.6,6.25,90.79
"Oilers","EDM","19-20",71,3491.3,47.35,48.61,48.63,48.18,48.69,2.43,2.7,28.9,30.54,39.72,41.96,52.65,56.62,2.39,2.52,-0.27,-1.65,-2.24,-3.97,-0.13,8.42,91.15
"Panthers","FLA","19-20",69,3365.92,50.67,50.4,50.08,49.84,48.15,2.82,2.74,31.32,30.82,41.77,41.63,55.11,55.46,2.33,2.51,0.07,0.5,0.14,-0.35,-0.18,9,91.1
"Kings","L.A","19-20",70,3456.57,45.94,52.43,52.37,52.64,51.01,2.05,2.42,31.74,28.8,44.97,40.9,59.29,53.35,2.46,2.37,-0.36,2.94,4.07,5.94,0.1,6.47,91.61
"Wild","MIN","19-20",69,3321.08,52.84,50.1,49.82,49.71,53.09,2.82,2.52,29.94,29.82,41.31,41.6,55.06,55.71,2.26,2,0.3,0.12,-0.29,-0.65,0.26,9.43,91.55
"Canadiens","MTL","19-20",71,3473.87,50.83,53.66,53.98,54.68,54.14,2.54,2.45,34.06,29.42,46.57,39.71,63.53,52.65,2.66,2.26,0.08,4.64,6.86,10.88,0.41,7.45,91.66
"Devils","N.J","19-20",69,3266.8,43.45,46.77,46.61,45.8,46.55,2.21,2.88,29.03,33.04,39.92,45.72,52.06,61.61,2.27,2.61,-0.67,-4.01,-5.81,-9.55,-0.34,7.61,91.3
"Predators","NSH","19-20",69,3299.98,52.73,51.19,51.5,50.86,50.19,2.77,2.48,32.14,30.64,45.16,42.52,59.39,57.38,2.39,2.38,0.29,1.5,2.63,2.02,0.02,8.61,91.9
"Islanders","NYI","19-20",68,3385.12,48.38,47.99,46.7,46.42,49.85,2.21,2.36,28.31,30.68,38.58,44.04,52.52,60.61,2.38,2.39,-0.15,-2.38,-5.46,-8.09,-0.01,7.82,92.3
"Rangers","NYR","19-20",70,3306.22,51.15,48.59,47.57,46.82,47.26,2.73,2.61,30.67,32.45,41.7,45.96,54.16,61.51,2.46,2.74,0.12,-1.78,-4.27,-7.36,-0.28,8.9,91.97
"Senators","OTT","19-20",71,3436.73,45.1,47,47.64,47.15,48.93,2.23,2.71,29.26,32.99,41.56,45.68,54.81,61.43,2.43,2.54,-0.48,-3.73,-4.13,-6.62,-0.11,7.61,91.78
"Flyers","PHI","19-20",69,3312.82,53.61,51.24,50.93,51.06,50.97,2.77,2.4,30.02,28.57,40.77,39.28,54.21,51.97,2.43,2.34,0.37,1.45,1.49,2.24,0.09,9.23,91.61
"Penguins","PIT","19-20",69,3359.73,52.39,51.74,51.55,51.04,51.66,2.71,2.46,31.11,29.03,41.49,39,54.32,52.12,2.35,2.2,0.25,2.09,2.5,2.21,0.15,8.7,91.52
"Sharks","S.J","19-20",70,3370.4,43.08,49.78,49.73,50.14,47.89,2.18,2.88,29.09,29.35,40.09,40.52,54.48,54.17,2.34,2.54,-0.7,-0.26,-0.43,0.3,-0.21,7.49,90.19
"Blues","STL","19-20",71,3482.85,55.98,52.26,51.43,51.59,50.87,2.56,2.01,30.19,27.57,39.95,37.72,52.13,48.92,2.28,2.2,0.55,2.61,2.22,3.2,0.08,8.48,92.7
"Lightning","T.B","19-20",70,3302.05,57.36,51.41,52.56,53.47,54.38,2.96,2.2,30.91,29.21,43.37,39.14,58.17,50.63,2.49,2.09,0.76,1.7,4.23,7.54,0.4,9.56,92.48
"Maple Leafs","TOR","19-20",70,3467.4,50.29,51.15,51.54,52.28,51.62,2.74,2.71,32.1,30.66,45.22,42.53,60.4,55.14,2.61,2.45,0.03,1.44,2.7,5.26,0.16,8.55,91.15
"Canucks","VAN","19-20",69,3271.92,49.33,48.01,49.07,48.48,48.29,2.57,2.64,30.3,32.82,42.43,44.04,56.21,59.73,2.38,2.55,-0.07,-2.52,-1.61,-3.52,-0.17,8.49,91.95
"Golden Knights","VGK","19-20",71,3474.73,50.85,54.37,54.97,54.8,56.45,2.58,2.5,33.59,28.19,46.57,38.16,61.68,50.88,2.85,2.2,0.09,5.4,8.41,10.8,0.65,7.69,91.14
"Jets","WPG","19-20",71,3527.45,49.24,47.4,47.18,48.04,43.1,2.35,2.43,28.9,32.07,39.87,44.64,53.04,57.36,2.07,2.73,-0.07,-3.17,-4.77,-4.32,-0.66,8.14,92.44
"Capitals","WSH","19-20",69,3217.95,52.25,50.86,51.51,51.78,50.4,2.91,2.66,31.16,30.1,43.75,41.18,58.41,54.4,2.54,2.49,0.25,1.06,2.57,4.01,0.04,9.34,91.16
"Ducks","ANA","20-21",56,2765.45,44.96,46.29,47.14,47.91,45.3,2.18,2.66,25.97,30.13,37.21,41.73,50.87,55.31,2.08,2.52,-0.49,-4.16,-4.52,-4.43,-0.43,8.38,91.16
"Coyotes","ARI","20-21",56,2680.63,45.82,47.38,48.04,48.03,47.94,2.19,2.58,26.69,29.64,38.41,41.55,51.26,55.45,2.18,2.37,-0.4,-2.95,-3.14,-4.19,-0.19,8.19,91.28
"Bruins","BOS","20-21",56,2702.22,53.37,56.47,55.68,54.88,53.13,2.37,2.07,33.37,25.73,45.58,36.28,58.16,47.81,2.19,1.94,0.3,7.64,9.3,10.35,0.26,7.1,91.95
"Sabres","BUF","20-21",56,2800.62,38.67,44.74,45.03,45.17,45.05,1.86,2.96,27.25,33.65,37.41,45.67,47.44,57.59,2.1,2.56,-1.09,-6.4,-8.26,-10.14,-0.46,6.84,91.21
"Hurricanes","CAR","20-21",56,2711.85,56.43,53.98,54.33,54.96,53.93,2.3,1.78,31.95,27.23,44.76,37.62,59.55,48.8,2.76,2.36,0.53,4.71,7.14,10.75,0.4,7.21,93.47
"Blue Jackets","CBJ","20-21",56,2849.62,42.37,46.75,46.44,45.89,44.54,2.02,2.75,28.07,31.98,37.52,43.28,48.73,57.45,1.93,2.4,-0.73,-3.9,-5.76,-8.72,-0.47,7.21,91.39
"Flames","CGY","20-21",56,2662.8,51.63,51.68,52.6,53.04,53.37,2.52,2.36,29.59,27.67,41.97,37.83,55.6,49.23,2.38,2.08,0.16,1.92,4.14,6.37,0.3,8.51,91.48
"Blackhawks","CHI","20-21",56,2725.65,43.97,44.97,44.37,45.17,44.22,2.18,2.77,27.36,33.49,35.19,44.12,48.5,58.87,2.15,2.71,-0.6,-6.13,-8.93,-10.37,-0.56,7.95,91.72
"Avalanche","COL","20-21",56,2642.28,60.22,59.45,59.67,60.32,60.71,3,1.98,34.36,23.44,48.02,32.45,66.25,43.57,2.74,1.78,1.02,10.93,15.57,22.67,0.97,8.72,91.56
"Stars","DAL","20-21",56,2772.9,52.41,53.86,52.43,52.69,53.87,2.18,1.98,29.31,25.11,39.95,36.25,54.15,48.63,2.19,1.88,0.2,4.2,3.71,5.52,0.32,7.43,92.12
"Red Wings","DET","20-21",56,2736.48,43.78,45.3,44.83,44.76,45.6,1.9,2.45,26.27,31.72,35.05,43.14,45.78,56.49,1.98,2.36,-0.54,-5.45,-8.09,-10.72,-0.38,7.25,92.29
"Oilers","EDM","20-21",56,2741.6,49.68,48.86,49.1,49.16,49.74,2.5,2.53,28.5,29.83,39.12,40.56,52.56,54.36,2.36,2.38,-0.03,-1.33,-1.44,-1.8,-0.02,8.77,91.52
"Ducks","ANA","21-22",82,4038.27,45.44,47.68,47.5,47.44,47.7,2.3,2.77,28.64,31.43,39.91,44.11,52.51,58.19,2.39,2.62,-0.46,-2.79,-4.2,-5.68,-0.23,8.05,91.2
"Coyotes","ARI","21-22",82,4021.08,41.07,41.02,41.77,42.06,41.16,2.32,3.34,24.47,35.18,34.48,48.06,45.61,62.84,2.03,2.91,-1.01,-10.71,-13.58,-17.23,-0.87,9.5,90.52
"Bruins","BOS","21-22",82,3914.53,54.5,58.07,56.42,55.31,57.51,2.65,2.21,36.86,26.61,47.97,37.05,60.26,48.69,2.61,1.93,0.44,10.25,10.91,11.57,0.68,7.19,91.69
"Sabres","BUF","21-22",82,4062.95,43.96,47.01,46.93,47.75,45.78,2.32,2.96,28.64,32.28,38.35,43.37,49.87,54.57,2.15,2.55,-0.64,-3.64,-5.02,-4.7,-0.4,8.11,90.83
"Hurricanes","CAR","21-22",82,3896.85,58.26,55.64,56.49,57.05,55.61,3,2.15,34.49,27.5,49.46,38.09,64.45,48.52,3.1,2.48,0.85,6.99,11.37,15.93,0.63,8.69,92.19
"Blue Jackets","CBJ","21-22",82,4007.88,45.11,44.79,46.18,47.18,44.24,2.64,3.21,28.95,35.7,40.56,47.26,54.06,60.53,2.29,2.88,-0.57,-6.74,-6.7,-6.47,-0.6,9.12,91
"Flames","CGY","21-22",82,3978.42,58.98,56.47,56.54,57.13,55.42,2.98,2.07,35.63,27.47,49.75,38.24,65.56,49.19,2.79,2.25,0.91,8.16,11.51,16.37,0.55,8.36,92.46
"Blackhawks","CHI","21-22",82,4009.28,42.32,45.34,45.27,45.13,46.12,2.12,2.89,26.93,32.47,36.01,43.55,49.33,59.98,2.08,2.43,-0.77,-5.53,-7.53,-10.65,-0.35,7.88,91.09
"Panthers","FLA","20-21",56,2649.33,55.98,54.61,54.42,54.33,54.98,2.68,2.1,34.22,28.44,44.86,37.57,57.67,48.47,2.6,2.13,0.57,5.78,7.29,9.2,0.47,7.82,92.6
"Kings","L.A","20-21",56,2701.43,44.34,47.65,47.28,46.82,44.31,2.11,2.65,27.33,30.03,37.89,42.24,49.3,56,2.11,2.65,-0.54,-2.7,-4.35,-6.7,-0.54,7.73,91.17
"Avalanche","COL","21-22",82,3906.92,56.76,53.06,52.94,54.07,52.89,3.05,2.32,34.7,30.7,45.93,40.82,63.21,53.69,2.58,2.3,0.73,4.01,5.11,9.52,0.28,8.78,92.44
"Stars","DAL","21-22",82,4005.28,47.9,49.16,49.36,49.14,51.36,2.19,2.38,28.96,29.94,40.55,41.59,54.28,56.19,2.53,2.4,-0.19,-0.99,-1.04,-1.91,0.13,7.55,92.06
"Red Wings","DET","21-22",82,4020.78,43.16,45.38,44.73,45.08,45.62,2.32,3.06,27.99,33.69,36.88,45.57,48.81,59.46,2.34,2.79,-0.74,-5.7,-8.69,-10.65,-0.45,8.29,90.93
"Wild","MIN","20-21",56,2693.48,53.77,48.13,47.75,46.81,52.43,2.79,2.4,27.29,29.41,38,41.59,49.36,56.08,2.27,2.06,0.39,-2.12,-3.58,-6.72,0.21,10.21,91.85
"Canadiens","MTL","20-21",56,2744.57,50.74,54.06,53.59,54.31,52.97,2.33,2.26,30.95,26.31,42.86,37.12,59.13,49.75,2.34,2.08,0.07,4.65,5.74,9.38,0.26,7.52,91.4
"Devils","N.J","20-21",56,2751.93,45.17,48.2,49.04,49.94,48.5,2.23,2.71,28.38,30.5,39.93,41.49,52.64,52.78,2.24,2.38,-0.48,-2.11,-1.56,-0.13,-0.14,7.85,91.13
"Predators","NSH","20-21",56,2718.12,53.59,48.81,50.3,49.46,49.88,2.29,1.98,29.52,30.96,41.34,40.84,53.04,54.21,2.21,2.22,0.31,-1.44,0.5,-1.16,-0.01,7.76,93.59
"Islanders","NYI","20-21",56,2803.02,55.56,50.94,50.06,49.35,53.94,2.4,1.92,28.73,27.67,38.75,38.66,51.38,52.73,2.39,2.04,0.48,1.06,0.09,-1.36,0.35,8.37,93.05
"Rangers","NYR","20-21",56,2692.42,52.38,48.59,47.93,47.44,48.5,2.6,2.36,27.95,29.58,37.97,41.25,49.4,54.73,2.21,2.35,0.24,-1.62,-3.28,-5.33,-0.14,9.29,92.02
"Senators","OTT","20-21",56,2694.4,44.22,47.04,47.9,47.62,47.73,2.32,2.93,28.57,32.16,40.81,44.38,53.92,59.31,2.25,2.47,-0.61,-3.6,-3.58,-5.39,-0.21,8.13,90.89
"Flyers","PHI","20-21",56,2720.5,44.47,49.53,50.51,50.78,50.39,2.38,2.97,28.24,28.77,39.58,38.79,52.73,51.1,2.22,2.18,-0.59,-0.53,0.8,1.63,0.03,8.42,89.68
"Penguins","PIT","20-21",56,2770.63,55.92,50.86,51.13,51.21,49.45,2.73,2.15,29.47,28.47,39.48,37.73,51.71,49.26,2.19,2.23,0.58,1,1.75,2.44,-0.05,9.25,92.45
"Sharks","S.J","20-21",56,2698.88,43.68,47.82,47.67,47.16,49.38,2.33,3.01,28.76,31.38,39.83,43.71,52.46,58.78,2.47,2.53,-0.67,-2.63,-3.89,-6.32,-0.06,8.11,90.42
"Blues","STL","20-21",56,2738.33,48.26,49.04,47.74,48,45.83,2.24,2.4,27.31,28.37,36.22,39.65,49.26,53.36,1.98,2.34,-0.16,-1.07,-3.43,-4.1,-0.36,8.19,91.55
"Lightning","T.B","20-21",56,2637.38,53.42,52.26,53.05,53.12,53.17,2.53,2.2,30.31,27.69,41.43,36.66,54.22,47.86,2.35,2.07,0.32,2.62,4.76,6.36,0.28,8.34,92.05
"Maple Leafs","TOR","20-21",56,2758.7,58.18,53.49,52.82,52.35,55.7,2.86,2.05,30.37,26.4,41.93,37.46,54.76,49.85,2.65,2.11,0.8,3.96,4.47,4.91,0.54,9.41,92.23
"Canucks","VAN","20-21",56,2687.68,44.3,46.26,46.05,45.54,44.24,2.31,2.91,28.73,33.38,38.88,45.54,51.17,61.2,2.24,2.82,-0.6,-4.65,-6.66,-10.03,-0.58,8.05,91.29
"Golden Knights","VGK","20-21",56,2729.47,58.55,54.26,54.74,54.56,54.19,3.01,2.13,31.65,26.68,44.55,36.83,61.52,51.24,2.82,2.38,0.88,4.97,7.72,10.29,0.44,9.5,92.03
"Jets","WPG","20-21",56,2737.18,51.96,49.06,48.24,48.3,46.87,2.41,2.23,28.05,29.13,38.09,40.88,50.92,54.52,2.2,2.5,0.18,-1.08,-2.79,-3.59,-0.29,8.6,92.34
"Capitals","WSH","20-21",56,2714.67,55.53,51.02,50.89,51.36,51.73,2.94,2.35,29.14,27.98,40.75,39.33,54.1,51.24,2.24,2.09,0.59,1.17,1.42,2.86,0.15,10.09,91.58
"Oilers","EDM","21-22",82,3991.87,51.11,51.6,51.88,52.75,51.72,2.72,2.6,32.78,30.75,44.55,41.32,59.9,53.65,2.75,2.57,0.12,2.03,3.23,6.24,0.18,8.29,91.55
"Panthers","FLA","21-22",82,3924.72,57.61,56.69,56.76,57.22,56.39,3.34,2.45,37.83,28.9,50.14,38.2,67.16,50.2,3.26,2.52,0.88,8.93,11.94,16.96,0.74,8.82,91.51
"Kings","L.A","21-22",82,3987.27,50.36,55.01,54.87,54.05,52.83,2.34,2.3,33.47,27.37,46.43,38.18,60.48,51.41,2.7,2.41,0.03,6.09,8.25,9.06,0.29,6.98,91.59
