Players,Sum of 5v5 TOI,5v5 Entries,Carry-ins,Failed Entries,Entries w/ Passing Play...6,Recovered Dump-ins,Carries w/Chances,Dump-ins w/ Chances,Forecheck Pressures,Entries/60,Carries/60,Carry%,Pass%...14,Carry Chance%,Pressures/60,Recoveries/60,Entries w/ Chances per 60,Entries w/ Passing Play...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,Player,Sum of 5v5 TOI2,Entry Targets,Carrires Against,Entry Denials,Passes Allowed,Carries w/ Chance Allowed,Dump-in w/ Chance Allowed,Carry Against%,Denial%,Pass%...39,Chance Against%,Targets per 60,Carries Against per 60,Denials per 60,Chances Allowed per 60,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56
Erik Gudbranson,488.83,44,11,3,2,0,1,4,3,5.401,1.35,25.0%,4.5%,9.1%,0.37,0,0.61,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sean Walker,32.13333334,10,7,1,3,0,0,70.00%,10.0%,42.9%,0.0%,18.67219917,13.07053942,1.867219917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Gustafsson,263.9,34,16,4,6,0,4,1,2,7.73,3.638,47.1%,17.6%,25.0%,0.45,0,1.14,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seth Jones,521.6,203,132,20,51,39,2,65.02%,9.9%,38.6%,20.2%,23.35122699,15.18404908,2.300613497,4.716257669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Haula,384.1,91,41,4,15,17,10,8,31,14.215,6.405,45.1%,16.5%,24.4%,4.84,2.66,2.81,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shayne Gostisbehere,360.6166667,118,81,7,21,22,2,68.64%,5.9%,25.9%,20.3%,19.633036,13.47691454,1.164671627,3.993159865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Johnson,544.65,55,22,6,5,1,3,1,5,6.059,2.424,40.0%,9.1%,13.6%,0.55,0.11,0.44,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shea Theodore,651.9833333,262,160,25,44,27,7,61.07%,9.5%,27.5%,13.0%,24.11104578,14.72430277,2.3006723080000002,3.128914338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Karlsson,200.35,30,23,4,6,0,5,2,1,8.984,6.888,76.7%,20.0%,21.7%,0.3,0,2.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simon Benoit,202.5666667,89,50,7,18,15,6,56.18%,7.9%,36.0%,23.6%,26.36169163,14.80993912,2.073391476,6.220174429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esa Lindell,523.0166667,60,17,2,2,0,4,1,6,6.883,1.95,28.3%,3.3%,23.5%,0.69,0,0.57,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Slater Koekkoek,132.6,58,44,1,16,15,0,75.86%,1.7%,36.4%,25.9%,26.24434389,19.90950226,0.45248868799999997,6.787330317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethan Bear,349.73,36,9,1,5,2,1,2,12,6.176,1.544,25.0%,13.9%,11.1%,2.06,0.34,0.51,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas Chabot,459.4166667,177,102,25,32,26,7,57.63%,14.1%,31.4%,18.6%,23.11627063,13.3212407,3.265009976,4.309813169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethan Prow,18.73333333,4,0,0,0,0,0,0,0,12.811,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas Harley,222.2,70,39,9,12,7,4,55.71%,12.9%,30.8%,15.7%,18.90189019,10.53105311,2.430243024,2.97029703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Bouchard,591.97,67,32,3,13,2,8,0,5,6.791,3.243,47.8%,19.4%,25.0%,0.51,0.2,0.81,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thomas Hickey,16.16666667,11,9,0,2,3,0,81.82%,0.0%,22.2%,27.3%,40.82474226,33.40206185,0,11.13402062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Rodrigues,443.4,199,127,19,33,19,31,4,31,26.928,17.185,63.8%,16.6%,24.4%,4.19,2.57,4.74,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,Timothy Liljegren,406.8333333,125,75,13,22,15,2,60.00%,10.4%,29.3%,13.6%,18.4350676,11.06104056,1.91724703,2.507169193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evander Kane,306.07,91,46,15,6,10,10,1,33,17.839,9.018,50.5%,6.6%,21.7%,6.47,1.96,2.16,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,TJ Brodie,639.5833333,250,149,25,41,40,5,59.60%,10.0%,27.5%,18.0%,23.45276873,13.97785016,2.345276873,4.221498371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeni Malkin,214.0333333,55,36,14,12,16,9,3,17,15.418,10.092,65.5%,21.8%,25.0%,4.77,4.49,3.36,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tobias Bjornfot,406.1166667,142,79,8,30,15,4,55.63%,5.6%,38.0%,13.4%,20.97919317,11.67152296,1.181926376,2.807075143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgenii Dadonov,441.38,123,77,17,16,12,20,1,30,16.72,10.467,62.6%,13.0%,26.0%,4.08,1.63,2.85,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tony DeAngelo,461,157,98,16,25,28,2,62.42%,10.2%,25.5%,19.1%,20.43383948,12.75488069,2.082429501,3.904555315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeny Kuznetsov,454.73,133,96,22,29,21,24,7,23,17.549,12.667,72.2%,21.8%,25.0%,3.03,2.77,4.09,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,Torey Krug,424.05,171,103,18,44,30,6,60.23%,10.5%,42.7%,21.1%,24.19525999,14.5737531,2.546869473,5.093738946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evgeny Svechnikov,301.5,56,19,14,5,17,6,2,25,11.144,3.781,33.9%,8.9%,31.6%,4.98,3.38,1.59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Travis Dermott,386.1,107,58,9,15,17,2,54.21%,8.4%,25.9%,17.8%,16.62781663,9.013209013,1.398601399,2.952602953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Zetterlund,49.17,4,3,2,0,0,1,0,1,4.881,3.661,75.0%,0.0%,33.3%,1.22,0,1.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Travis Hamonic,210.8833333,89,65,7,13,12,1,73.03%,7.9%,20.0%,14.6%,25.32205801,18.49363787,1.99162254,3.698727575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filip Chytil,322.6666667,99,65,13,12,19,14,5,30,18.409,12.087,65.7%,12.1%,21.5%,5.58,3.53,3.53,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Travis Sanheim,576.95,236,152,23,37,29,5,64.41%,9.7%,24.3%,14.4%,24.54285467,15.80726233,2.391888379,3.535834994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filip Forsberg,368.85,106,70,20,14,18,18,7,32,17.243,11.387,66.0%,13.2%,25.7%,5.21,2.93,4.07,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trevor van Riemsdyk,393.0333333,164,103,14,25,17,2,62.80%,8.5%,24.3%,11.6%,25.03604444,15.72385718,2.137223306,2.900517344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filip Hallander,5.233333333,3,2,0,1,0,0,0,0,34.395,22.93,66.7%,33.3%,0.0%,0,0,0,11.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,Troy Stecher,254.2333333,106,75,9,20,21,2,70.75%,8.5%,26.7%,21.7%,25.01638914,17.70027534,2.124033041,5.428084437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filip Hronek,415.48,54,15,2,7,0,4,4,2,7.798,2.166,27.8%,13.0%,26.7%,0.29,0,1.16,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tucker Poolman,191.35,57,33,2,10,7,2,57.89%,3.5%,30.3%,15.8%,17.87300758,10.3475307,0.627123073,2.822053828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filip Zadina,322.97,72,41,15,9,9,11,3,28,13.376,7.617,56.9%,12.5%,26.8%,5.2,1.67,2.6,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ty Smith,383.98,161,113,11,29,25,3,70.19%,6.8%,25.7%,17.4%,25.1573419,17.65701636,1.718824602,4.375189895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frank Vatrano,306.3,101,55,11,14,21,13,3,26,19.785,10.774,54.5%,13.9%,23.6%,5.09,4.11,3.13,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tyler Myers,513.0666667,195,119,27,37,33,5,61.03%,13.8%,31.1%,19.5%,22.80405405,13.91632017,3.157484408,4.443866944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frederick Gaudreau,378.25,87,53,17,19,10,19,5,26,13.8,8.407,60.9%,21.8%,35.8%,4.12,1.59,3.81,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tyson Barrie,530.3166667,191,139,7,44,31,4,72.77%,3.7%,31.7%,18.3%,21.60973004,15.72645275,0.791979635,3.959898174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frederik Gauthier,21.23,6,2,0,0,1,0,0,2,16.954,5.651,33.3%,0.0%,0.0%,5.65,2.83,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urho Vaakanainen,123.4666667,40,27,3,7,3,0,67.50%,7.5%,25.9%,7.5%,19.43844492,13.12095032,1.457883369,1.457883369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fredrik Claesson,28.85,2,1,1,0,0,0,0,0,4.159,2.08,50.0%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor Hedman,648.2333333,173,96,24,25,24,3,55.49%,13.9%,26.0%,15.6%,16.01275261,8.88568931,2.221422327,2.499100118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fredrik Karlstrom,13.51666667,3,1,0,0,0,1,0,0,13.317,4.439,33.3%,0.0%,100.0%,0,0,4.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor Mete,134.4333333,42,25,1,8,8,2,59.52%,2.4%,32.0%,23.8%,18.74535086,11.15794694,0.446317878,4.463178775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Carlsson,151.27,10,5,0,4,0,2,0,3,3.967,1.983,50.0%,40.0%,40.0%,1.19,0,0.79,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Victor Soderstrom,59.81666667,23,12,2,4,5,0,52.17%,8.7%,33.3%,21.7%,23.07049317,12.03677905,2.006129841,5.015324603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Fortier,26.81666667,6,3,0,1,2,0,0,0,13.424,6.712,50.0%,16.7%,0.0%,0,4.47,0,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ville Heinola,89.48333333,45,28,3,5,7,2,62.22%,6.7%,17.9%,20.0%,30.17321661,18.77444589,2.011547774,6.034643323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Landeskog,462.9,131,52,12,20,27,15,8,45,16.98,6.74,39.7%,15.3%,28.8%,5.83,3.5,2.98,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vince Dunn,446.5833333,178,98,21,23,20,5,55.06%,11.8%,23.5%,14.0%,23.9149095,13.16663557,2.821421907,3.358835604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabriel Vilardi,104.2333333,30,13,3,4,4,0,1,11,17.269,7.483,43.3%,13.3%,0.0%,6.33,2.3,0.58,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vladislav Gavrikov,421.8666667,129,63,24,17,17,2,48.84%,18.6%,27.0%,14.7%,18.34702908,8.960176991,3.413400759,2.702275601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garnet Hathaway,334.3,83,39,18,5,22,6,5,19,14.897,7,47.0%,6.0%,15.4%,3.41,3.95,1.97,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vladislav Kolyachonok,103,44,35,1,9,13,1,79.55%,2.3%,25.7%,31.8%,25.63106796,20.38834951,0.582524272,8.155339806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Pilon,18.05,6,4,0,0,2,0,0,1,19.945,13.296,66.7%,0.0%,0.0%,3.32,6.65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Will Borgen,112.2166667,36,19,2,1,1,1,52.78%,5.6%,5.3%,5.6%,19.24847765,10.15891876,1.069359869,1.069359869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gavin Bayreuther,191.27,7,2,0,2,0,1,1,3,2.196,0.627,28.6%,28.6%,50.0%,0.94,0,0.63,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,Will Butcher,145.3333333,62,40,4,12,11,1,64.52%,6.5%,30.0%,19.4%,25.59633028,16.51376147,1.651376147,4.95412844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemel Smith,14.42,7,4,0,0,0,0,0,0,29.133,16.647,57.1%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,William Lagesson,166.9,67,38,7,13,10,2,56.72%,10.4%,34.2%,17.9%,24.08627921,13.66087478,2.5164769320000002,4.313960455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerry Mayhew,164.8,46,22,8,5,10,5,0,24,16.748,8.01,47.8%,10.9%,22.7%,8.74,3.64,1.82,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wyatt Kalynuk,33.56666666,15,12,1,1,3,1,80.00%,6.7%,8.3%,26.7%,26.81231381,21.44985105,1.787487587,7.149950348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Givani Smith,144.65,40,14,10,2,4,6,0,17,16.592,5.807,35.0%,5.0%,42.9%,7.05,1.66,2.49,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zac Jones,99.03333333,28,19,2,6,3,1,67.86%,7.1%,31.6%,14.3%,16.96398519,11.51127566,1.211713228,2.423426456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glenn Gawdin,7.95,2,0,1,0,1,0,0,0,15.094,0,0.0%,0.0%,#DIV/0!,0,7.55,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zach Bogosian,254.4833333,109,65,10,24,15,3,59.63%,9.2%,36.9%,16.5%,25.69912895,15.32516864,2.357718253,4.243892855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Hutton,53.28333334,3,1,0,0,0,0,0,0,3.378,1.126,33.3%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zach Werenski,347.4,124,79,12,27,17,3,63.71%,9.7%,34.2%,16.1%,21.41623489,13.64421416,2.07253886,3.454231433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg McKegg,168.35,38,13,5,5,9,5,0,22,13.543,4.633,34.2%,13.2%,38.5%,7.84,3.21,1.78,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zach Whitecloud,378.6666667,153,92,15,32,23,3,60.13%,9.8%,34.8%,17.0%,24.24295775,14.57746479,2.376760563,4.11971831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Pateryn,47.03333333,4,1,0,0,0,1,2,2,5.103,1.276,25.0%,0.0%,100.0%,2.55,0,3.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zachary Hayes,10.26666667,2,1,0,1,1,0,50.00%,0.0%,100.0%,50.0%,11.68831169,5.844155844,0,5.844155844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gregory Hofmann,92.83,19,9,2,2,3,3,1,5,12.28,5.817,47.4%,10.5%,33.3%,3.23,1.94,2.59,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zack Hayes,9.366666667,5,1,0,0,1,1,20.00%,0.0%,0.0%,40.0%,32.02846975,6.40569395,0,12.8113879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guillaume Brisebois,4.216666667,1,1,0,0,0,0,0,0,14.229,14.229,100.0%,0.0%,0.0%,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zdeno Chara,567.3333334,255,151,23,45,30,9,59.22%,9.0%,29.8%,15.3%,26.96827262,15.96944771,2.432432432,4.124559342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gustav Forsling,545.9166667,87,35,7,9,1,7,7,10,9.562,3.847,40.2%,10.3%,20.0%,1.1,0.11,1.54,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gustav Lindstrom,233.2,13,6,0,2,1,1,0,2,3.345,1.544,46.2%,15.4%,16.7%,0.51,0.26,0.26,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gustav Nyquist,304.7,86,46,8,16,12,16,4,29,16.935,9.058,53.5%,18.6%,34.8%,5.71,2.36,3.94,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hampus Lindholm,440.92,57,25,4,11,3,7,5,4,7.757,3.402,43.9%,19.3%,28.0%,0.54,0.41,1.63,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hodgson,14.53333333,1,0,0,0,1,0,0,1,4.128,0,0.0%,0.0%,#DIV/0!,4.13,4.13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haydn Fleury,236.5333333,24,7,1,2,0,1,1,5,6.088,1.776,29.2%,8.3%,14.3%,1.27,0,0.51,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hendrix Lapierre,35.23,11,7,0,2,1,2,0,2,18.732,11.921,63.6%,18.2%,28.6%,3.41,1.7,3.41,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henri Jokiharju,290.1166667,18,7,3,1,0,1,0,2,3.723,1.448,38.9%,5.6%,14.3%,0.41,0,0.21,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Henrik Borgstrom,143.73,35,25,2,7,2,2,0,12,14.61,10.436,71.4%,20.0%,8.0%,5.01,0.83,0.83,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hudson Fasching,22.26666666,7,1,2,0,1,0,1,3,18.862,2.695,14.3%,0.0%,0.0%,8.08,2.69,2.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Cole,470.27,36,7,3,2,0,2,3,7,4.593,0.893,19.4%,5.6%,28.6%,0.89,0,0.64,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Mitchell,29.15,3,0,0,0,0,0,0,0,6.175,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilya Lyubushkin,299.8833333,28,12,3,3,1,0,2,3,5.602,2.401,42.9%,10.7%,0.0%,0.6,0.2,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilya Mikheyev,276.9833333,87,42,7,9,26,8,5,29,18.846,9.098,48.3%,10.3%,19.0%,6.28,5.63,2.82,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Ratcliffe,58.33333333,9,2,1,0,2,1,0,2,9.257,2.057,22.2%,0.0%,50.0%,2.06,2.06,1.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isac Lundestrom,307.5333333,94,58,8,18,7,15,2,24,18.339,11.316,61.7%,19.1%,25.9%,4.68,1.37,3.32,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ivan Barbashev,398.6833333,84,60,15,26,13,10,0,36,12.642,9.03,71.4%,31.0%,16.7%,5.42,1.96,1.5,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ivan Provorov,544.9833334,58,29,8,7,2,3,2,3,6.386,3.193,50.0%,12.1%,10.3%,0.33,0.22,0.55,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.T. Compher,426.37,112,46,3,12,11,9,4,25,15.761,6.473,41.1%,10.7%,19.6%,3.52,1.55,1.83,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.T. Miller,404.2,121,60,18,21,22,19,5,26,17.961,8.906,49.6%,17.4%,31.7%,3.86,3.27,3.56,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaccob Slavin,604.67,77,28,2,7,0,7,6,12,7.641,2.778,36.4%,9.1%,25.0%,1.19,0,1.29,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Ahcan,13.33,0,0,1,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Eichel,274.2,97,68,24,17,15,12,1,28,21.225,14.88,70.1%,17.5%,17.6%,6.13,3.28,2.84,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Hughes,286.57,122,97,26,40,15,30,1,24,25.544,20.309,79.5%,32.8%,30.9%,5.03,3.14,6.49,8.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Johnson,552.87,37,4,1,0,0,1,1,3,4.015,0.434,10.8%,0.0%,25.0%,0.33,0,0.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack McBain,11.45,2,1,2,0,0,0,0,1,10.48,5.24,50.0%,0.0%,0.0%,5.24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Quinn,23.61666667,3,2,1,0,1,0,0,1,7.622,5.081,66.7%,0.0%,0.0%,2.54,2.54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Rathbone,52.31666667,4,2,0,1,0,0,0,3,4.587,2.294,50.0%,25.0%,0.0%,3.44,0,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Roslovic,247.1,79,53,20,21,10,10,1,14,19.183,12.869,67.1%,26.6%,18.9%,3.4,2.43,2.67,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
